Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
12 Galicia	Gasto total	Distribución porcentual del acumulado	2017T2	4,9
12 Galicia	Gasto total	Distribución porcentual del acumulado	2017T1	4,9
12 Galicia	Gasto total	Distribución porcentual del acumulado	2016T4	4,3
12 Galicia	Gasto total	Distribución porcentual del acumulado	2016T3	4,1
12 Galicia	Gasto total	Distribución porcentual del acumulado	2016T2	4,6
12 Galicia	Gasto total	Distribución porcentual del acumulado	2016T1	4,9
12 Galicia	Gasto total	Distribución porcentual del acumulado	2015T4	4,6
12 Galicia	Gasto total	Distribución porcentual del acumulado	2015T3	4,4
12 Galicia	Gasto total	Distribución porcentual del acumulado	2015T2	5,4
12 Galicia	Gasto total	Distribución porcentual del acumulado	2015T1	6,6
12 Galicia	Gasto total	Variación anual	2023T4	-1,02
12 Galicia	Gasto total	Variación anual	2023T3	26,05
12 Galicia	Gasto total	Variación anual	2023T2	13,08
12 Galicia	Gasto total	Variación anual	2023T1	2,81
12 Galicia	Gasto total	Variación anual	2022T4	30,42
12 Galicia	Gasto total	Variación anual	2022T3	34,67
12 Galicia	Gasto total	Variación anual	2022T2	121,48
12 Galicia	Gasto total	Variación anual	2022T1	185,87
12 Galicia	Gasto total	Variación anual	2021T4	225,05
12 Galicia	Gasto total	Variación anual	2021T3	90,05
12 Galicia	Gasto total	Variación anual	2021T2	449,62
12 Galicia	Gasto total	Variación anual	2021T1	-61,37
12 Galicia	Gasto total	Variación anual	2020T4	-72,95
12 Galicia	Gasto total	Variación anual	2020T3	-54,12
12 Galicia	Gasto total	Variación anual	2020T2	-90,78
12 Galicia	Gasto total	Variación anual	2020T1	-2,52
12 Galicia	Gasto total	Variación anual	2019T4	2,52
12 Galicia	Gasto total	Variación anual	2019T3	-6,08
12 Galicia	Gasto total	Variación anual	2019T2	-8,82
12 Galicia	Gasto total	Variación anual	2019T1	9,61
12 Galicia	Gasto total	Variación anual	2018T4	0,73
12 Galicia	Gasto total	Variación anual	2018T3	8,3
12 Galicia	Gasto total	Variación anual	2018T2	9,44
12 Galicia	Gasto total	Variación anual	2018T1	-11,48
12 Galicia	Gasto total	Variación anual	2017T4	11,91
12 Galicia	Gasto total	Variación anual	2017T3	11,65
12 Galicia	Gasto total	Variación anual	2017T2	40,7
12 Galicia	Gasto total	Variación anual	2017T1	-11,89
12 Galicia	Gasto total	Variación anual	2016T4	-3,13
12 Galicia	Gasto total	Variación anual	2016T3	10,01
12 Galicia	Gasto total	Variación anual	2016T2	-13,75
12 Galicia	Gasto total	Variación anual	2016T1	4,35
12 Galicia	Gasto total	Variación anual	2015T4	""
12 Galicia	Gasto total	Variación anual	2015T3	""
12 Galicia	Gasto total	Variación anual	2015T2	""
12 Galicia	Gasto total	Variación anual	2015T1	""
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2023T4	12,53
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2023T3	16,85
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2023T2	9,09
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2023T1	2,81
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2022T4	63,29
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2022T3	77,56
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2022T2	142,7
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2022T1	185,87
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2021T4	71,13
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2021T3	41,95
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2021T2	2,53
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2021T1	-61,37
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2020T4	-59,27
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2020T3	-54,96
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2020T2	-55,62
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2020T1	-2,52
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2019T4	-2,51
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2019T3	-4
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2019T2	-2,28
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2019T1	9,61
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2018T4	3,35
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2018T3	4,15
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2018T2	0,96
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2018T1	-11,48
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2017T4	12,42
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2017T3	12,58
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2017T2	13,3
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2017T1	-11,89
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2016T4	-0,06
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2016T3	0,93
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2016T2	-5,18
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2016T1	4,35
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2015T4	""
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2015T3	""
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2015T2	""
12 Galicia	Gasto total	Variación anual del acumulado en lo que va de año	2015T1	""
12 Galicia	Gasto medio por persona	Valor absoluto	2023T4	268,52
12 Galicia	Gasto medio por persona	Valor absoluto	2023T3	338,62
12 Galicia	Gasto medio por persona	Valor absoluto	2023T2	249,34
12 Galicia	Gasto medio por persona	Valor absoluto	2023T1	224,61
12 Galicia	Gasto medio por persona	Valor absoluto	2022T4	273,53
12 Galicia	Gasto medio por persona	Valor absoluto	2022T3	277,76
12 Galicia	Gasto medio por persona	Valor absoluto	2022T2	252,89
12 Galicia	Gasto medio por persona	Valor absoluto	2022T1	223,93
12 Galicia	Gasto medio por persona	Valor absoluto	2021T4	195,1
12 Galicia	Gasto medio por persona	Valor absoluto	2021T3	220,87
12 Galicia	Gasto medio por persona	Valor absoluto	2021T2	149,26
12 Galicia	Gasto medio por persona	Valor absoluto	2021T1	139,81
12 Galicia	Gasto medio por persona	Valor absoluto	2020T4	149,57
12 Galicia	Gasto medio por persona	Valor absoluto	2020T3	155,65
12 Galicia	Gasto medio por persona	Valor absoluto	2020T2	123,41
12 Galicia	Gasto medio por persona	Valor absoluto	2020T1	205,6
12 Galicia	Gasto medio por persona	Valor absoluto	2019T4	201,29
12 Galicia	Gasto medio por persona	Valor absoluto	2019T3	231,69
12 Galicia	Gasto medio por persona	Valor absoluto	2019T2	207,1
12 Galicia	Gasto medio por persona	Valor absoluto	2019T1	159,23
12 Galicia	Gasto medio por persona	Valor absoluto	2018T4	203,81
12 Galicia	Gasto medio por persona	Valor absoluto	2018T3	237,69
12 Galicia	Gasto medio por persona	Valor absoluto	2018T2	235,54
12 Galicia	Gasto medio por persona	Valor absoluto	2018T1	146,66
12 Galicia	Gasto medio por persona	Valor absoluto	2017T4	213,53
12 Galicia	Gasto medio por persona	Valor absoluto	2017T3	234,29
12 Galicia	Gasto medio por persona	Valor absoluto	2017T2	203,79
12 Galicia	Gasto medio por persona	Valor absoluto	2017T1	148,56
12 Galicia	Gasto medio por persona	Valor absoluto	2016T4	191,44
12 Galicia	Gasto medio por persona	Valor absoluto	2016T3	207,46
12 Galicia	Gasto medio por persona	Valor absoluto	2016T2	183,72
12 Galicia	Gasto medio por persona	Valor absoluto	2016T1	179,39
12 Galicia	Gasto medio por persona	Valor absoluto	2015T4	186,85
12 Galicia	Gasto medio por persona	Valor absoluto	2015T3	186,45
12 Galicia	Gasto medio por persona	Valor absoluto	2015T2	171,71
12 Galicia	Gasto medio por persona	Valor absoluto	2015T1	186,69
12 Galicia	Gasto medio por persona	Distribución porcentual	2023T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2023T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2023T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2023T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2022T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2022T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2022T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2022T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2021T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2021T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2021T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2021T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2020T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2020T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2020T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2020T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2019T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2019T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2019T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2019T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2018T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2018T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2018T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2018T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2017T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2017T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2017T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2017T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2016T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2016T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2016T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2016T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2015T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2015T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2015T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual	2015T1	""
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2023T4	277,52
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2023T3	280,05
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2023T2	239,68
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2023T1	224,61
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2022T4	260,34
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2022T3	256,4
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2022T2	240,8
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2022T1	223,93
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2021T4	186,88
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2021T3	183,52
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2021T2	146,01
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2021T1	139,81
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2020T4	168,57
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2020T3	172,73
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2020T2	189,8
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2020T1	205,6
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2019T4	202,64
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2019T3	203,06
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2019T2	184,95
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2019T1	159,23
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2018T4	209,67
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2018T3	211,46
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2018T2	193,83
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2018T1	146,66
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2017T4	201,53
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2017T3	198,13
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2017T2	177,12
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2017T1	148,56
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2016T4	191,86
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2016T3	191,99
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2016T2	181,44
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2016T1	179,39
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2015T4	182,85
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2015T3	181,61
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2015T2	178,49
12 Galicia	Gasto medio por persona	Acumulado en lo que va de año	2015T1	186,69
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2023T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2023T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2023T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2023T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2022T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2022T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2022T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2022T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2021T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2021T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2021T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2021T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2020T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2020T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2020T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2020T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2019T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2019T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2019T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2019T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2018T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2018T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2018T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2018T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2017T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2017T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2017T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2017T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2016T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2016T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2016T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2016T1	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2015T4	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2015T3	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2015T2	""
12 Galicia	Gasto medio por persona	Distribución porcentual del acumulado	2015T1	""
12 Galicia	Gasto medio por persona	Variación anual	2023T4	-1,83
12 Galicia	Gasto medio por persona	Variación anual	2023T3	21,91
12 Galicia	Gasto medio por persona	Variación anual	2023T2	-1,4
12 Galicia	Gasto medio por persona	Variación anual	2023T1	0,3
12 Galicia	Gasto medio por persona	Variación anual	2022T4	40,2
12 Galicia	Gasto medio por persona	Variación anual	2022T3	25,75
12 Galicia	Gasto medio por persona	Variación anual	2022T2	69,43
12 Galicia	Gasto medio por persona	Variación anual	2022T1	60,17
12 Galicia	Gasto medio por persona	Variación anual	2021T4	30,44
12 Galicia	Gasto medio por persona	Variación anual	2021T3	41,9
12 Galicia	Gasto medio por persona	Variación anual	2021T2	20,95
12 Galicia	Gasto medio por persona	Variación anual	2021T1	-32
12 Galicia	Gasto medio por persona	Variación anual	2020T4	-25,7
12 Galicia	Gasto medio por persona	Variación anual	2020T3	-32,82
